Date,Births
1994,370148
1995,363469
1996,362626
1997,369036
1998,365193
1999,380130
2000,397632
2001,406380
2002,418846
2003,441881
2004,454591
2005,466371
2006,482957
2007,492527
2008,519779
2009,494997
2010,486575
2011,471999
2012,454648
2013,425715
2014,427595
2015,420290
2016,410583
2017,393181
2018,372777
2019,360617
2020,341315
2021,337380
2022,329251
